"CAMIS","DBA","ZIPCODE","CUISINE DESCRIPTION","reinspections","checks","violations","score","inspections","average_grade","BORO","BUILDING","STREET","SCORE","GRADE","GRADE DATE","GRADENUM","NAME","ADDRESS","lon","lat"
41299392,"STARBUCKS",10017,"Caf̩/Coffee/Tea",1,8,8,149,5,3,"MANHATTAN","220","EAST   42 STREET",9,"A","02/07/2019",3,"STARBUCKS","220 EAST   42 STREET MANHATTAN",-73.9730373,40.7499506
41299396,"STARBUCKS",10463,"Caf̩/Coffee/Tea",0,6,6,62,3,3,"BRONX","3503","JOHNSON AVENUE",13,"A","11/14/2018",3,"STARBUCKS","3503 JOHNSON AVENUE BRONX",-73.9101135,40.8858656
41299987,"DUNKIN' DONUTS",10463,"Donuts",2,13,13,223,4,3,"BRONX","209","WEST  231 STREET",13,"A","09/20/2018",3,"DUNKIN DONUTS","209 WEST  231 STREET BRONX",-73.9049771,40.8793116
41302178,"DUNKIN' DONUTS",11231,"Donuts",0,6,6,42,3,3,"BROOKLYN","289","HAMILTON AVENUE",8,"A","02/14/2019",3,"DUNKIN DONUTS","289 HAMILTON AVENUE BROOKLYN",-74.0006098,40.676086
41302181,"DUNKIN' DONUTS",11213,"Donuts",0,9,9,70,4,3,"BROOKLYN","1720","ATLANTIC AVENUE",9,"A","05/07/2018",3,"DUNKIN DONUTS","1720 ATLANTIC AVENUE BROOKLYN",-73.9338729,40.6769861
41303739,"STARBUCKS",11375,"Caf̩/Coffee/Tea",0,5,5,48,3,3,"QUEENS","11824","QUEENS BOULEVARD",13,"A","08/27/2018",3,"STARBUCKS","11824 QUEENS BOULEVARD QUEENS",-73.831962,40.7143707
41305052,"DUNKIN' DONUTS",10019,"Donuts",0,6,6,24,3,3,"MANHATTAN","210","WEST 50 STREET",2,"A","08/02/2018",3,"DUNKIN DONUTS","210 WEST 50 STREET MANHATTAN",-73.9845231,40.7614519
41305322,"DUNKIN' DONUTS",11355,"Donuts",0,4,4,10,3,3,"QUEENS","4102","COLLEGE POINT BOULEVARD",3,"A","12/17/2018",3,"DUNKIN DONUTS","4102 COLLEGE POINT BOULEVARD QUEENS",-73.833955,40.7560049
41305392,"DUNKIN' DONUTS",11435,"Donuts",3,15,15,190,7,3,"QUEENS","13801","QUEENS BOULEVARD",8,"A","10/25/2018",3,"DUNKIN DONUTS","13801 QUEENS BOULEVARD QUEENS",-73.8183246,40.7089135
41305744,"DUNKIN' DONUTS, BASKIN ROBBINS",11374,"Donuts",4,15,15,203,6,3,"QUEENS","6365","WOODHAVEN BOULEVARD",10,"A","11/13/2018",3,"DUNKIN DONUTS","6365 WOODHAVEN BOULEVARD QUEENS",-73.8674281,40.7228833
41305916,"DUNKIN' DONUTS",11418,"Donuts",4,12,12,112,8,3,"QUEENS","13504","JAMAICA AVENUE",8,"A","12/07/2018",3,"DUNKIN DONUTS","13504 JAMAICA AVENUE QUEENS",-73.8169007,40.7022596
41306202,"DUNKIN' DONUTS",10453,"Donuts",5,15,15,148,6,3,"BRONX","26","WEST BURNSIDE AVENUE",9,"A","05/22/2018",3,"DUNKIN DONUTS","26 WEST BURNSIDE AVENUE BRONX",-73.9088504,40.8536273
41306786,"DUNKIN' DONUTS",10031,"Caf̩/Coffee/Tea",6,19,19,414,7,3,"MANHATTAN","3600","BROADWAY",8,"A","04/02/2019",3,"DUNKIN DONUTS","3600 BROADWAY MANHATTAN",-73.9485879,40.828323
41306801,"DUNKIN' DONUTS",10452,"American",0,8,8,89,3,3,"BRONX","140","EAST  170 STREET",7,"A","08/09/2018",3,"DUNKIN DONUTS","140 EAST  170 STREET BRONX",-73.9149706,40.8388695
41307681,"DUNKIN' DONUTS",10468,"Donuts",0,5,5,36,3,3,"BRONX","3276","JEROME AVENUE",4,"A","04/04/2019",3,"DUNKIN DONUTS","3276 JEROME AVENUE BRONX",-73.8859965,40.8782453
41310201,"DUNKIN' DONUTS",10465,"Donuts",6,16,15,148,9,3,"BRONX","4147","THROGS NECK EXPRESSWAY",8,"A","04/18/2019",3,"DUNKIN DONUTS","4147 THROGS NECK EXPRESSWAY BRONX",-73.809929,40.8199724
41311390,"STARBUCKS",11372,"Caf̩/Coffee/Tea",7,21,21,442,8,3,"QUEENS","7825","37 AVENUE",5,"A","04/02/2019",3,"STARBUCKS","7825 37 AVENUE QUEENS",-73.8874177,40.7496427
41313209,"DUNKIN' DONUTS, BASKIN ROBBINS",10036,"Donuts",0,4,4,33,3,3,"MANHATTAN","610","10 AVENUE",12,"A","04/05/2019",3,"DUNKIN DONUTS","610 10 AVENUE MANHATTAN",-73.9943663,40.760754
41313420,"DUNKIN' DONUTS",10016,"Donuts",2,14,14,223,5,2.75,"MANHATTAN","601","2 AVENUE",11,"A","07/20/2018",3,"DUNKIN DONUTS","601 2 AVENUE MANHATTAN",-73.9766857,40.7440236
41313429,"DUNKIN' DONUTS",10014,"Donuts",0,10,10,102,4,3,"MANHATTAN","75","CHRISTOPHER STREET",12,"A","10/15/2018",3,"DUNKIN DONUTS","75 CHRISTOPHER STREET MANHATTAN",-74.0030659,40.7338176
41313451,"DUNKIN' DONUTS, BASKIN ROBBINS",10016,"Donuts",5,16,16,254,6,2.77777777777778,"MANHATTAN","476","2 AVENUE",12,"A","05/03/2018",3,"DUNKIN DONUTS","476 2 AVENUE MANHATTAN",-73.9789439,40.7401049
41313460,"DUNKIN' DONUTS",10014,"American",0,6,6,64,3,3,"MANHATTAN","175","VARICK STREET",13,"A","05/07/2018",3,"DUNKIN DONUTS","175 VARICK STREET MANHATTAN",-74.00605,40.7274061
41313515,"DUNKIN' DONUTS, BASKIN ROBBINS",10016,"American",0,6,6,49,3,3,"MANHATTAN","567","3 AVENUE",2,"A","02/20/2019",3,"DUNKIN DONUTS","567 3 AVENUE MANHATTAN",-73.9762311,40.7477937
41313568,"DUNKIN' DONUTS",10017,"Donuts",0,7,7,65,3,3,"MANHATTAN","370","LEXINGTON AVENUE",9,"A","05/25/2018",3,"DUNKIN DONUTS","370 LEXINGTON AVENUE MANHATTAN",-73.9768828,40.7507224
41315030,"STARBUCKS",10024,"Caf̩/Coffee/Tea",4,17,17,363,8,3,"MANHATTAN","2394","BROADWAY",2,"A","03/19/2019",3,"STARBUCKS","2394 BROADWAY MANHATTAN",-73.9753777,40.7893067
41319436,"DUNKIN' DONUTS",11236,"Donuts",0,5,5,34,3,3,"BROOKLYN","2092","ROCKAWAY PARKWAY",10,"A","05/03/2018",3,"DUNKIN DONUTS","2092 ROCKAWAY PARKWAY BROOKLYN",-73.8884561,40.6318077
41319438,"DUNKIN' DONUTS, BASKIN ROBBINS",11236,"Donuts",0,7,7,37,4,3,"BROOKLYN","8301","FLATLANDS AVENUE",7,"A","05/31/2018",3,"DUNKIN DONUTS","8301 FLATLANDS AVENUE BROOKLYN",-73.9111584,40.6373563
41322330,"DUNKIN' DONUTS/ BASKIN ROBBINS",11419,"Donuts",7,17,17,249,7,3,"QUEENS","11611","LIBERTY AVENUE",7,"A","04/02/2019",3,"DUNKIN DONUTS","11611 LIBERTY AVENUE QUEENS",-73.8263988,40.6860606
41322332,"DUNKIN' DONUTS, BASKIN ROBBINS",11417,"American",0,9,9,87,3,3,"QUEENS","9405","ROCKAWAY BOULEVARD",11,"A","03/26/2019",3,"DUNKIN DONUTS","9405 ROCKAWAY BOULEVARD QUEENS",-73.8451043,40.681139
41322342,"DUNKIN' DONUTS, BASKIN ROBBINS",11421,"American",2,11,11,185,4,3,"QUEENS","8413","JAMAICA AVE",5,"A","12/28/2018",3,"DUNKIN DONUTS","8413 JAMAICA AVE QUEENS",-73.8603874,40.6925407
41322345,"DUNKIN' DONUTS, BASKIN ROBBINS",11421,"Donuts",4,18,17,204,7,2.72727272727273,"QUEENS","9217","JAMAICA AVENUE",13,"A","02/27/2019",3,"DUNKIN DONUTS","9217 JAMAICA AVENUE QUEENS",-73.8525802,40.6936994
41329496,"DUNKIN' DONUTS",11223,"Donuts",0,7,7,48,3,3,"BROOKLYN","407","AVENUE P",7,"A","06/13/2018",3,"DUNKIN DONUTS","407 AVENUE P BROOKLYN",-73.9724197,40.6090964
41331356,"DUNKIN' DONUTS, BASKIN ROBBINS",11106,"Donuts",3,11,11,98,5,3,"QUEENS","2514","BROADWAY",5,"A","05/01/2018",3,"DUNKIN DONUTS","2514 BROADWAY QUEENS",-73.92806,40.763008
41331777,"STARBUCKS COFFEE",10026,"Caf̩/Coffee/Tea",3,11,11,162,6,3,"MANHATTAN","2195","FREDERICK DOUGLAS BOULEVARD",4,"A","03/21/2019",3,"STARBUCKS","2195 FREDERICK DOUGLAS BOULEVARD MANHATTAN",-73.9545117,40.8061526
41331780,"STARBUCKS",10011,"Caf̩/Coffee/Tea",2,13,13,139,5,3,"MANHATTAN","229","SEVENTH AVENUE",7,"A","02/26/2019",3,"STARBUCKS","229 SEVENTH AVENUE MANHATTAN",-73.9953068,40.7442812
41331796,"STARBUCKS",10027,"Caf̩/Coffee/Tea",2,12,12,130,5,3,"MANHATTAN","201","WEST  125 STREET",4,"A","03/27/2019",3,"STARBUCKS","201 WEST  125 STREET MANHATTAN",-73.9485889,40.8092856
41332205,"DUNKIN' DONUTS",11230,"Donuts",0,4,4,28,3,3,"BROOKLYN","1080","MCDONALD AVENUE",10,"A","02/19/2019",3,"DUNKIN DONUTS","1080 MCDONALD AVENUE BROOKLYN",-73.9769423,40.6267397
41335678,"DUNKIN' DONUTS",10466,"Donuts",0,6,6,58,3,3,"BRONX","980","EAST  233 STREET",12,"A","08/07/2018",3,"DUNKIN DONUTS","980 EAST  233 STREET BRONX",-73.8491198,40.8904314
41335679,"DUNKIN' DONUTS",10472,"Donuts",0,6,6,204,3,3,"BRONX","1791","WESTCHESTER AVENUE",4,"A","05/03/2018",3,"DUNKIN DONUTS","1791 WESTCHESTER AVENUE BRONX",-73.8668767,40.8319593
41335700,"DUNKIN' DONUTS",10466,"Donuts",0,4,4,28,3,3,"BRONX","712","EAST  233 STREET",8,"A","05/17/2018",3,"DUNKIN DONUTS","712 EAST  233 STREET BRONX",-73.8569877,40.89305
41339622,"DUNKIN' DONUTS",11422,"Donuts",2,11,11,109,5,3,"QUEENS","24501","FRANCIS LEWIS BOULEVARD",12,"A","12/19/2018",3,"DUNKIN DONUTS","24501 FRANCIS LEWIS BOULEVARD QUEENS",-73.7347073,40.66492
41345371,"DUNKIN' DONUTS, BASKIN ROBBINS",11434,"Donuts",0,4,4,21,3,3,"QUEENS","11420","SUTPHIN BOULEVARD",4,"A","04/03/2018",3,"DUNKIN DONUTS","11420 SUTPHIN BOULEVARD QUEENS",-73.7936396,40.685479
41345374,"DUNKIN' DONUTS, BASKIN ROBBINS",11413,"American",0,5,5,45,3,3,"QUEENS","13328","SPRINGFIELD BOULEVARD",4,"A","05/21/2018",3,"DUNKIN DONUTS","13328 SPRINGFIELD BOULEVARD QUEENS",-73.7533593,40.6805552
41345406,"DUNKIN' DONUTS, BASKIN ROBBINS",11435,"Donuts",0,4,3,12,3,3,"QUEENS","13850","JAMAICA AVENUE",5,"A","05/10/2018",3,"DUNKIN DONUTS","13850 JAMAICA AVENUE QUEENS",-73.8135541,40.7023228
41346539,"DUNKIN' DONUTS, BASKIN ROBBINS",11208,"Donuts",1,10,10,94,5,3,"BROOKLYN","1213","LIBERTY AVE",8,"A","09/06/2018",3,"DUNKIN DONUTS","1213 LIBERTY AVE BROOKLYN",-73.8647036,40.6792433
41347991,"DUNKIN' DONUTS, BASKIN ROBBINS",10026,"Donuts",3,12,12,87,5,3,"MANHATTAN","53","WEST  116 STREET",4,"A","01/16/2019",3,"DUNKIN DONUTS","53 WEST  116 STREET MANHATTAN",-73.9486595,40.8018106
41348061,"DUNKIN' DONUTS, BASKIN ROBBINS",10065,"Donuts",2,10,10,112,5,3,"MANHATTAN","1225","1 AVENUE",4,"A","03/14/2018",3,"DUNKIN DONUTS","1225 1 AVENUE MANHATTAN",-73.9588577,40.7642394
41348065,"DUNKIN' DONUTS",11358,"Donuts",0,5,5,33,3,3,"QUEENS","2605","FRANCIS LEWIS BOULEVARD",7,"A","12/31/2018",3,"DUNKIN DONUTS","2605 FRANCIS LEWIS BOULEVARD QUEENS",-73.7948056,40.7729237
41348358,"STARBUCKS COFFEE",10118,"Caf̩/Coffee/Tea",0,7,7,56,3,3,"MANHATTAN","350","5 AVENUE",11,"A","03/14/2019",3,"STARBUCKS","350 5 AVENUE MANHATTAN",-73.9849846,40.7481771
41353418,"DUNKIN' DONUTS",10103,"Donuts",0,4,4,20,3,3,"MANHATTAN","666","5 AVENUE",7,"A","05/16/2018",3,"DUNKIN DONUTS","666 5 AVENUE MANHATTAN",-73.9766871,40.7603802
41357264,"DUNKIN' DONUTS",11374,"Donuts",0,9,9,55,4,3,"QUEENS","9637","QUEENS BOULEVARD",9,"A","05/16/2018",3,"DUNKIN DONUTS","9637 QUEENS BOULEVARD QUEENS",-73.8629354,40.7299875
41358740,"DUNKIN' DONUTS",10028,"Donuts",3,13,13,168,5,3,"MANHATTAN","355","EAST   86 STREET",10,"A","09/21/2018",3,"DUNKIN DONUTS","355 EAST   86 STREET MANHATTAN",-73.94969,40.7772754
41360872,"DUNKIN' DONUTS",10309,"Caf̩/Coffee/Tea",2,10,10,102,5,3,"STATEN ISLAND","2945","VETERANS ROAD WEST",11,"A","01/17/2019",3,"DUNKIN DONUTS","2945 VETERANS ROAD WEST STATEN ISLAND",-74.2319181,40.527265
41362005,"DUNKIN' DONUTS",11426,"Donuts",3,11,11,135,5,3,"QUEENS","24501","JAMAICA AVENUE",2,"A","04/02/2019",3,"DUNKIN DONUTS","24501 JAMAICA AVENUE QUEENS",-73.7228668,40.7250935
41365324,"DUNKIN' DONUTS",10012,"Donuts",0,5,5,33,3,3,"MANHATTAN","72","WEST    3 STREET",9,"A","01/04/2019",3,"DUNKIN DONUTS","72 WEST    3 STREET MANHATTAN",-73.9984674,40.729446
41365692,"DUNKIN' DONUTS",11224,"Donuts",0,11,11,120,4,3,"BROOKLYN","1243","SURF AVENUE",8,"A","03/06/2019",3,"DUNKIN DONUTS","1243 SURF AVENUE BROOKLYN",-73.9810911,40.5757385
41366152,"DUNKIN' DONUTS",10475,"Donuts",7,15,15,166,6,3,"BRONX","3804","BOSTON ROAD",2,"A","01/15/2019",3,"DUNKIN DONUTS","3804 BOSTON ROAD BRONX",-73.8382952,40.8810893
41366512,"STARBUCKS",10038,"Caf̩/Coffee/Tea",0,5,5,43,3,3,"MANHATTAN","130","FULTON STREET",13,"A","03/15/2019",3,"STARBUCKS","130 FULTON STREET MANHATTAN",-74.0080526,40.7102589
41366519,"STARBUCKS",10019,"Caf̩/Coffee/Tea",0,4,4,28,3,3,"MANHATTAN","1411","6 AVENUE",5,"A","02/15/2019",3,"STARBUCKS","1411 6 AVENUE MANHATTAN",-73.9771338,40.7648513
41368400,"DUNKIN' DONUTS",11369,"American",0,4,4,15,3,3,"QUEENS","10702","GRAND CENTRAL PARKWAY",5,"A","10/19/2018",3,"DUNKIN DONUTS","10702 GRAND CENTRAL PARKWAY QUEENS",-73.8649693,40.7673984
41368406,"DUNKIN' DONUTS",11369,"Donuts",3,10,10,88,4,3,"QUEENS","10801","GRAND CENTRAL PARKWAY",12,"A","06/07/2018",3,"DUNKIN DONUTS","10801 GRAND CENTRAL PARKWAY QUEENS",-73.8619526,40.76539
41370303,"DUNKIN' DONUTS",11422,"Donuts",0,5,5,25,3,3,"QUEENS","23436","MERRICK BOULEVARD",7,"A","10/05/2018",3,"DUNKIN DONUTS","23436 MERRICK BOULEVARD QUEENS",-73.7355162,40.6738838
41370420,"DUNKIN' DONUTS",10305,"Donuts",0,5,5,36,3,3,"STATEN ISLAND","1300","HYLAN BOULEVARD",7,"A","03/12/2019",3,"DUNKIN DONUTS","1300 HYLAN BOULEVARD STATEN ISLAND",-74.0850406,40.5966368
41374102,"STARBUCKS",10003,"Caf̩/Coffee/Tea",0,5,5,38,3,3,"MANHATTAN","240","PARK AVENUE SOUTH",8,"A","11/13/2018",3,"STARBUCKS","240 PARK AVENUE SOUTH MANHATTAN",-73.9882888,40.7380595
41374469,"DUNKIN' DONUTS",11419,"Donuts",0,10,10,93,4,3,"QUEENS","13430","ATLANTIC AVENUE",9,"A","03/07/2019",3,"DUNKIN DONUTS","13430 ATLANTIC AVENUE QUEENS",-73.8143109,40.6968639
41374594,"DUNKIN' DONUTS, BASKIN ROBBINS, SUBWAY",10001,"Donuts",4,16,16,270,5,3,"MANHATTAN","302","5 AVENUE",10,"A","07/27/2018",3,"DUNKIN DONUTS","302 5 AVENUE MANHATTAN",-73.9861224,40.7467407
41374597,"DUNKIN' DONUTS/ BASKIN ROBBINS",11354,"Donuts",0,6,6,29,3,3,"QUEENS","3015","STRATTON STREET",8,"A","08/31/2018",3,"DUNKIN DONUTS","3015 STRATTON STREET QUEENS",-73.8341642,40.769685
41381879,"DUNKIN' DONUTS",11417,"Donuts",10,30,28,400,12,2.53846153846154,"QUEENS","13415","CROSSBAY BOULEVARD",7,"A","10/31/2018",3,"DUNKIN DONUTS","13415 CROSSBAY BOULEVARD QUEENS",-73.8427602,40.6742405
41382158,"DUNKIN' DONUTS",,"Donuts",0,3,3,9,3,3,"QUEENS","1311020","MERRICK BLVD",5,"A","01/07/2019",3,"DUNKIN DONUTS","1311020 MERRICK BLVD QUEENS",-73.7695642,40.683742
41382973,"DUNKIN' DONUTS",10018,"Donuts",0,10,10,82,4,3,"MANHATTAN","466","10 AVENUE",7,"A","10/10/2018",3,"DUNKIN DONUTS","466 10 AVENUE MANHATTAN",-73.9976528,40.7560769
41383189,"DUNKIN' DONUTS",11105,"Donuts",0,6,6,30,3,3,"QUEENS","3723","DITMARS BOULEVARD",7,"A","08/06/2018",3,"DUNKIN DONUTS","3723 DITMARS BOULEVARD QUEENS",-73.90671,40.7736088
41383631,"DUNKIN' DONUTS",10007,"Donuts",5,24,24,417,7,3,"MANHATTAN","130","CHURCH STREET",7,"A","02/12/2019",3,"DUNKIN DONUTS","130 CHURCH STREET MANHATTAN",-74.0089192,40.7140449
41385292,"DUNKIN' DONUTS, BASKIN ROBBINS",10016,"Donuts",10,22,21,457,8,3,"MANHATTAN","140","EAST   34 STREET",10,"A","02/19/2019",3,"DUNKIN DONUTS","140 EAST   34 STREET MANHATTAN",-73.979366,40.746123
41387302,"DUNKIN' DONUTS",10033,"Donuts",2,16,16,270,5,3,"MANHATTAN","4353","BROADWAY",8,"A","05/02/2018",3,"DUNKIN DONUTS","4353 BROADWAY MANHATTAN",-73.9343323,40.8535187
41387310,"DUNKIN' DONUTS",10470,"Donuts",0,6,6,33,3,3,"BRONX","1","EAST  233 STREET",7,"A","05/24/2018",3,"DUNKIN DONUTS","1 EAST  233 STREET BRONX",-73.8762463,40.895739
41387345,"DUNKIN' DONUTS",11211,"American",2,14,14,196,5,3,"BROOKLYN","1049","GRAND STREET",13,"A","03/13/2019",3,"DUNKIN DONUTS","1049 GRAND STREET BROOKLYN",-73.9337833,40.7138747
41387356,"DUNKIN' DONUTS",10034,"Donuts",0,4,4,36,3,3,"MANHATTAN","3936","10 AVENUE",5,"A","02/13/2019",3,"DUNKIN DONUTS","3936 10 AVENUE MANHATTAN",-73.918,40.866193
41391103,"DUNKIN' DONUTS",10112,"Donuts",0,7,7,95,3,3,"MANHATTAN","30","ROCKEFELLER PLAZA",5,"A","04/27/2018",3,"DUNKIN DONUTS","30 ROCKEFELLER PLAZA MANHATTAN",-73.9799726,40.7593755
41394908,"DUNKIN' DONUTS",10468,"Donuts",0,6,6,46,3,3,"BRONX","2350","JEROME AVENUE",4,"A","01/22/2019",3,"DUNKIN DONUTS","2350 JEROME AVENUE BRONX",-73.902564,40.860172
41394943,"STARBUCKS",10007,"Caf̩/Coffee/Tea",0,9,9,92,4,3,"MANHATTAN","110","CHURCH STREET",11,"A","11/20/2018",3,"STARBUCKS","110 CHURCH STREET MANHATTAN",-74.0092858,40.7135918
41397650,"DUNKIN' DONUTS, BASKIN ROBBINS",10001,"Donuts",3,13,13,205,5,3,"MANHATTAN","360","WEST   31 STREET",3,"A","04/05/2018",3,"DUNKIN DONUTS","360 WEST   31 STREET MANHATTAN",-73.9971896,40.751051
41399995,"DUNKIN' DONUTS",10016,"American",0,8,8,66,3,3,"MANHATTAN","80","MADISON AVENUE",8,"A","05/09/2018",3,"DUNKIN DONUTS","80 MADISON AVENUE MANHATTAN",-73.9858985,40.7442818
41401773,"DUNKIN' DONUTS",11226,"Donuts",0,6,6,59,3,3,"BROOKLYN","721","FLATBUSH AVENUE",12,"A","09/17/2018",3,"DUNKIN DONUTS","721 FLATBUSH AVENUE BROOKLYN",-73.9595514,40.6554067
41401775,"DUNKIN' DONUTS",11209,"Donuts",0,3,0,0,3,3,"BROOKLYN","8924","3 AVENUE",0,"A","02/12/2019",3,"DUNKIN DONUTS","8924 3 AVENUE BROOKLYN",-74.032376,40.620841
41403280,"STARBUCKS",11362,"Caf̩/Coffee/Tea",0,5,5,28,3,3,"QUEENS","254 - 41","HORACE HARDING EXPRESSWAY",7,"A","02/27/2019",3,"STARBUCKS","254 - 41 HORACE HARDING EXPRESSWAY QUEENS",-73.7261113,40.764086
41408773,"DUNKIN' DONUTS",11423,"Donuts",6,14,14,151,6,3,"QUEENS","19603","GRAND CENTRAL PARKWAY",2,"A","04/16/2019",3,"DUNKIN DONUTS","19603 GRAND CENTRAL PARKWAY QUEENS",-73.7718119,40.7250132
41417854,"DUNKIN' DONUTS",11235,"Donuts",2,11,11,91,5,3,"BROOKLYN","2801","KNAPP STREET",5,"A","04/16/2019",3,"DUNKIN DONUTS","2801 KNAPP STREET BROOKLYN",-73.9309763,40.5862
41421846,"DUNKIN' DONUTS",11207,"Donuts",0,11,11,70,4,3,"BROOKLYN","1610","BUSHWICK AVENUE",9,"A","10/11/2018",3,"DUNKIN DONUTS","1610 BUSHWICK AVENUE BROOKLYN",-73.9033851,40.6804644
41421941,"DUNKIN' DONUTS",11414,"Donuts",2,13,13,208,5,3,"QUEENS","8209","153 AVENUE",9,"A","06/11/2018",3,"DUNKIN DONUTS","8209 153 AVENUE QUEENS",-73.8519938,40.6666191
41424414,"DUNKIN' DONUTS",10007,"Donuts",4,14,14,150,6,2.57142857142857,"MANHATTAN","2","CORTLANDT STREET",2,"A","12/10/2018",3,"DUNKIN DONUTS","2 CORTLANDT STREET MANHATTAN",-74.0102964,40.7100685
41424828,"DUNKIN' DONUTS",11225,"Donuts",0,5,5,30,3,3,"BROOKLYN","542","EASTERN PARKWAY",7,"A","02/13/2019",3,"DUNKIN DONUTS","542 EASTERN PARKWAY BROOKLYN",-73.9503784,40.6694604
41428588,"DUNKIN' DONUTS",11234,"Donuts",0,6,6,48,3,3,"BROOKLYN","4926","AVENUE K",8,"A","05/08/2018",3,"DUNKIN DONUTS","4926 AVENUE K BROOKLYN",-73.9278419,40.6256484
41432599,"STARBUCKS",11432,"Caf̩/Coffee/Tea",2,9,9,91,5,3,"QUEENS","8000","UTOPIA PARKWAY",10,"A","09/06/2018",3,"STARBUCKS","8000 UTOPIA PARKWAY QUEENS",-73.7946869,40.721591
41435077,"DUNKIN' DONUTS",11415,"Donuts",0,5,5,40,3,3,"QUEENS","8155","LEFFERTS BLVD",9,"A","04/09/2019",3,"DUNKIN DONUTS","8155 LEFFERTS BLVD QUEENS",-73.8306884,40.7080953
41435084,"DUNKIN' DONUTS",11416,"Donuts",1,10,9,142,5,3,"QUEENS","10202","ATLANTIC AVENUE",0,"A","10/17/2018",3,"DUNKIN DONUTS","10202 ATLANTIC AVENUE QUEENS",-73.8423985,40.6893932
41436109,"STARBUCKS",10017,"Caf̩/Coffee/Tea",0,7,7,61,3,3,"MANHATTAN","575","5 AVENUE",11,"A","08/21/2018",3,"STARBUCKS","575 5 AVENUE MANHATTAN",-73.9782738,40.7563172
41437928,"DUNKIN' DONUTS",11106,"Donuts",0,6,6,62,3,3,"QUEENS","3530","36 STREET",12,"A","05/11/2018",3,"DUNKIN DONUTS","3530 36 STREET QUEENS",-73.9254017,40.7555721
41441462,"DUNKIN' DONUTS",11429,"Donuts",1,11,11,106,5,3,"QUEENS","10962","FRANCIS LEWIS BOULEVARD",8,"A","02/12/2019",3,"DUNKIN DONUTS","10962 FRANCIS LEWIS BOULEVARD QUEENS",-73.7513252,40.7064851
41443240,"DUNKIN' DONUTS",10003,"Donuts",0,6,6,50,3,3,"MANHATTAN","40","UNION SQUARE EAST",8,"A","04/30/2018",3,"DUNKIN DONUTS","40 UNION SQUARE EAST MANHATTAN",-73.9890102,40.7361542
41443646,"STARBUCKS",10001,"Caf̩/Coffee/Tea",0,7,7,69,3,3,"MANHATTAN","227","WEST   27 STREET",10,"A","11/14/2018",3,"STARBUCKS","227 WEST   27 STREET MANHATTAN",-73.9948612,40.7472258
41446106,"DUNKIN' DONUTS",10454,"Donuts",5,15,15,359,6,2,"BRONX","281","BRUCKNER BOULEVARD",12,"A","06/04/2018",3,"DUNKIN DONUTS","281 BRUCKNER BOULEVARD BRONX",-73.9113237,40.8056494
41453317,"DUNKIN' DONUTS",11103,"Donuts",2,14,14,242,7,3,"QUEENS","3248","STEINWAY STREET",7,"A","05/15/2018",3,"DUNKIN DONUTS","3248 STEINWAY STREET QUEENS",-73.9202212,40.7578961
41455950,"DUNKIN' DONUTS",,"Donuts",0,6,6,45,3,3,"BRONX","350370","GRAND CONCOURSE",2,"A","10/19/2018",3,"DUNKIN DONUTS","350370 GRAND CONCOURSE BRONX",-73.928018,40.815982
41459921,"DUNKIN' DONUTS",10469,"Donuts",0,6,6,42,3,3,"BRONX","2451","EASTCHESTER ROAD",7,"A","02/11/2019",3,"DUNKIN DONUTS","2451 EASTCHESTER ROAD BRONX",-73.8438805,40.862311
41459923,"DUNKIN' DONUTS BASKIN ROBBINS",10035,"Donuts",2,14,14,164,5,3,"MANHATTAN","2083","LEXINGTON AVENUE",13,"A","11/07/2018",3,"DUNKIN DONUTS","2083 LEXINGTON AVENUE MANHATTAN",-73.937032,40.804657
41459942,"DUNKIN' DONUTS",10451,"Donuts",0,4,4,27,3,3,"BRONX","511","EAST  163 STREET",11,"A","05/14/2018",3,"DUNKIN DONUTS","511 EAST  163 STREET BRONX",-73.9092013,40.8244466
41459947,"DUNKIN' DONUTS",10454,"American",2,11,10,102,5,3,"BRONX","114","BRUCKNER BOULEVARD",7,"A","09/28/2018",3,"DUNKIN DONUTS","114 BRUCKNER BOULEVARD BRONX",-73.9222273,40.8043693
41460224,"DUNKIN' DONUTS",11203,"Donuts",0,7,7,56,3,3,"BROOKLYN","610","UTICA AVENUE",9,"A","02/08/2019",3,"DUNKIN DONUTS","610 UTICA AVENUE BROOKLYN",-73.9316199,40.658537
41463046,"DUNKIN' DONUTS",10470,"Donuts",5,13,12,136,6,3,"BRONX","4201","WEBSTER AVENUE",7,"A","06/08/2018",3,"DUNKIN DONUTS","4201 WEBSTER AVENUE BRONX",-73.8636441,40.895779
41463446,"DUNKIN' DONUTS",10314,"Donuts",0,8,8,76,3,3,"STATEN ISLAND","1955","VICTORY BOULEVARD",9,"A","05/08/2018",3,"DUNKIN DONUTS","1955 VICTORY BOULEVARD STATEN ISLAND",-74.1291955,40.6128979
41463456,"DUNKIN' DONUTS, BASKIN ROBBINS",10306,"Donuts",0,8,8,83,3,3,"STATEN ISLAND","2425","HYLAN BOULEVARD",11,"A","02/15/2019",3,"DUNKIN DONUTS","2425 HYLAN BOULEVARD STATEN ISLAND",-74.1086488,40.5721394
41463477,"DUNKIN' DONUTS",10310,"Donuts",5,17,17,241,6,3,"STATEN ISLAND","770","FOREST AVENUE",12,"A","01/16/2019",3,"DUNKIN DONUTS","770 FOREST AVENUE STATEN ISLAND",-74.1149576,40.6288683
